,index,Title,Rank,World_Gross,Domestic_Gross,Domestic_Percentage,Foreign_Gross,Foreign_Percentage,Year,Distributor,Domestic_Opening,Budget,Release_Month,Rating,Runtime,Markets,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Musical,Mystery,Romance,SciFi,Sport,Thriller,War,Western,Paramount Pictures,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.
914,1154,Stand by Me Doraemon,926,183442714,142139839.41702494,41.696187175043335,183442714,100.0,2014,,37095965.9287576,90344416.66666667,7.0,,95.0,50.45238095238095,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
915,1155,Storks,927,183388953,72679278.0,39.6,110709675,60.4,2016,Warner Bros.,21311407.0,70000000.0,9.0,PG,87.0,50.45238095238095,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
916,1156,Paul Blart: Mall Cop,928,183348429,146336178.0,79.8,37012251,20.2,2009,Sony Pictures Entertainment (SPE),31832636.0,26000000.0,1.0,PG,91.0,50.45238095238095,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
917,1157,Wayne's World,929,183097323,121697323.0,66.5,61400000,33.5,1992,Paramount Pictures,18122710.0,20000000.0,2.0,PG13,94.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
918,1158,Maverick,930,183031272,101631272.0,55.5,81400000,44.5,1994,Warner Bros.,17248545.0,90344416.66666667,5.0,PG,127.0,50.45238095238095,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
919,1159,Mirror Mirror,931,183018522,64935167.0,35.5,118083355,64.5,2012,Relativity Media,18132085.0,85000000.0,3.0,PG,106.0,50.45238095238095,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,1160,The Man in the Iron Mask,932,182968902,56968902.0,31.1,126000000,68.9,1998,MetroGoldwynMayer (MGM),17271450.0,90344416.66666667,3.0,PG13,132.0,50.45238095238095,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,1161,Cape Fear,933,182291969,79091969.0,43.4,103200000,56.6,1991,Universal Pictures,10261025.0,90344416.66666667,11.0,R,128.0,50.45238095238095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
922,1162,The Haunted Mansion,934,182290266,75847266.0,41.6,106443000,58.4,2003,Walt Disney Studios Motion Pictures,24278410.0,90000000.0,11.0,PG,99.0,50.45238095238095,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
923,1163,The Monkey King Havoc in Heavens Palace,935,182206924,142139839.41702494,41.696187175043335,182206924,100.0,2014,,37095965.9287576,90344416.66666667,1.0,,119.0,50.45238095238095,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,1164,While You Were Sleeping,936,182057016,81057016.0,44.5,101000000,55.5,1995,Walt Disney Studios Motion Pictures,9288915.0,17000000.0,4.0,PG,103.0,50.45238095238095,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
925,1165,The Bridges of Madison County,937,182016617,71516617.0,39.3,110500000,60.7,1995,Warner Bros.,10519257.0,24000000.0,6.0,PG13,135.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
926,1166,From Vegas to Macau III,938,181732879,142139839.41702494,41.696187175043335,181732879,100.0,2016,,37095965.9287576,90344416.66666667,2.0,,113.0,50.45238095238095,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,1167,Poseidon,939,181674817,60674817.0,33.4,121000000,66.6,2006,Warner Bros.,22155410.0,160000000.0,5.0,PG13,98.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
928,1168,The First Wives Club,940,181489203,105489203.0,58.1,76000000,41.9,1996,Paramount Pictures,18913411.0,90344416.66666667,9.0,PG,103.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
929,1169,Cliff Walkers,941,181325565,152972.0,41.696187175043335,181172593,99.9,2021,CMC Pictures,53142.0,90344416.66666667,4.0,,120.0,50.45238095238095,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
930,1170,ScoobyDoo 2: Monsters Unleashed,942,181216833,84216833.0,46.5,97000000,53.5,2004,Warner Bros.,29438331.0,90344416.66666667,3.0,PG,93.0,50.45238095238095,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
931,1171,Hot Shots!,943,181096164,69467617.0,38.4,111628547,61.6,1991,Twentieth Century Fox,10848182.0,26000000.0,7.0,,84.0,50.45238095238095,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
932,1172,Road to Perdition,944,181001478,104454762.0,57.7,76546716,42.3,2002,DreamWorks Distribution,22079481.0,80000000.0,7.0,R,117.0,50.45238095238095,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
933,1173,Kill Bill: Vol. 1,945,180906076,70099045.0,38.8,110807031,61.2,2003,Miramax,22200000.0,30000000.0,10.0,R,111.0,26.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
934,1174,The Scorpion King,946,180630907,91047077.0,50.4,89583830,49.6,2002,Universal Pictures,36075875.0,60000000.0,4.0,PG13,92.0,50.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
935,1175,Sweet Home Alabama,947,180622424,127223418.0,70.4,53399006,29.6,2002,Walt Disney Studios Motion Pictures,35648740.0,30000000.0,9.0,PG13,108.0,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
936,1176,Daddy's Home 2,948,180613824,104029443.0,57.6,76584381,42.4,2017,Paramount Pictures,29651193.0,69000000.0,11.0,PG13,100.0,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
937,1177,Hacksaw Ridge,949,180563636,67209615.0,37.2,113354021,62.8,2016,Lionsgate,15190758.0,40000000.0,11.0,R,139.0,50.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
938,1178,Deja Vu,950,180557550,64038616.0,35.5,116518934,64.5,2006,Walt Disney Studios Motion Pictures,20574802.0,75000000.0,11.0,PG13,126.0,50.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
939,1179,The Post,951,180419276,81903458.0,45.4,98515818,54.6,2017,Twentieth Century Fox,526011.0,50000000.0,12.0,PG13,116.0,67.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
940,1180,Abominable,952,180289970,60826390.0,33.7,119463580,66.3,2019,Universal Pictures,20612100.0,75000000.0,9.0,PG,97.0,65.0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
941,1181,Dangerous Minds,953,179519401,84919401.0,47.3,94600000,52.7,1995,Walt Disney Studios Motion Pictures,14931503.0,90344416.66666667,8.0,R,99.0,65.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
942,1182,The Dictator,954,179379533,59650222.0,33.2,119729311,66.8,2012,Paramount Pictures,17435092.0,65000000.0,5.0,R,83.0,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
943,1183,The League of Extraordinary Gentlemen,955,179265204,66465204.0,37.1,112800000,62.9,2003,Twentieth Century Fox,23075892.0,78000000.0,7.0,PG13,110.0,65.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
944,1184,Allegiant,956,179246868,66184051.0,36.9,113062817,63.1,2016,Lionsgate,29027348.0,90344416.66666667,3.0,PG13,120.0,65.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
945,1185,Daredevil,957,179179718,102543518.0,57.2,76636200,42.8,2003,Twentieth Century Fox,40310419.0,78000000.0,2.0,PG13,103.0,65.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
946,1186,City Slickers,958,179033791,124033791.0,69.3,55000000,30.7,1991,Columbia Pictures,13032121.0,27000000.0,6.0,,113.0,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
947,1187,He's Just Not That Into You,959,178866158,93953653.0,52.5,84912505,47.5,2009,Warner Bros.,27785487.0,90344416.66666667,2.0,PG13,129.0,65.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
948,1188,Eagle Eye,960,178767383,101440743.0,56.7,77326640,43.3,2008,DreamWorks,29150721.0,80000000.0,9.0,PG13,118.0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
949,1189,Along Came Polly,961,178311729,88097164.0,49.4,90214565,50.6,2004,Universal Pictures,27721185.0,42000000.0,1.0,PG13,90.0,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
950,1190,Flushed Away,962,178281554,64665672.0,36.3,113615882,63.7,2006,DreamWorks,18814323.0,149000000.0,11.0,PG,85.0,65.0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
951,1191,Scary Movie 4,963,178262620,90710620.0,50.9,87552000,49.1,2006,Dimension Films,40222875.0,45000000.0,4.0,PG13,83.0,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,1192,Dante's Peak,964,178127760,67127760.0,37.7,111000000,62.3,1997,Universal Pictures,18479435.0,116000000.0,2.0,PG13,108.0,65.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
953,1193,Brokeback Mountain,965,178062759,83043761.0,46.6,95018998,53.4,2005,Focus Features,547425.0,14000000.0,12.0,R,134.0,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
954,1194,Patriot Games,966,178051587,83351587.0,46.8,94700000,53.2,1992,Paramount Pictures,18511191.0,45000000.0,6.0,R,117.0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
955,1195,Flubber,967,177977226,92977226.0,52.2,85000000,47.8,1997,Walt Disney Studios Motion Pictures,26725207.0,90344416.66666667,11.0,PG,93.0,36.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
956,1196,Baywatch,968,177856751,58060186.0,32.6,119796565,67.4,2017,Paramount Pictures,18503871.0,69000000.0,5.0,R,116.0,36.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
957,1197,Double Jeopardy,969,177841558,116741558.0,65.6,61100000,34.4,1999,Paramount Pictures,23162542.0,70000000.0,9.0,R,105.0,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
958,1198,War Horse,970,177584879,79884879.0,45.0,97700000,55.0,2011,Walt Disney Studios Motion Pictures,7515402.0,66000000.0,12.0,PG13,146.0,36.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
959,1199,Paranormal Activity 2,971,177512032,84752907.0,47.7,92759125,52.3,2010,Paramount Pictures,40678424.0,3000000.0,10.0,R,91.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
960,1200,How to Lose a Guy in 10 Days,972,177502387,105813373.0,59.6,71689014,40.4,2003,Paramount Pictures,23774850.0,90344416.66666667,2.0,PG13,116.0,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
961,1201,Alien vs. Predator,973,177427090,80282231.0,45.2,97144859,54.8,2004,Twentieth Century Fox,38291056.0,60000000.0,8.0,PG13,101.0,36.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
962,1202,Hero,974,177395557,53710019.0,30.3,123685538,69.7,2002,Miramax,17800000.0,31000000.0,12.0,PG13,120.0,36.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,1203,The 40YearOld Virgin,975,177378645,109449237.0,61.7,67929408,38.3,2005,Universal Pictures,21422815.0,26000000.0,8.0,R,116.0,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
964,1204,Lee Daniels' The Butler,976,177313795,116632095.0,65.8,60681700,34.2,2013,The Weinstein Company,24637312.0,30000000.0,8.0,PG13,132.0,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,1205,The Haunting,977,177311151,91411151.0,51.6,85900000,48.4,1999,DreamWorks Distribution,33435140.0,80000000.0,7.0,PG13,113.0,36.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
966,1206,The Descendants,978,177243185,82584160.0,46.6,94659025,53.4,2011,Fox Searchlight Pictures,1190096.0,90344416.66666667,11.0,R,115.0,36.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,1207,The ATeam,979,177238796,77222099.0,43.6,100016697,56.4,2010,Twentieth Century Fox,25669455.0,110000000.0,6.0,PG13,117.0,36.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
968,1208,Tootsie,980,177200000,177200000.0,100.0,0,59.71412859560064,1982,Columbia Pictures,5540470.0,21000000.0,12.0,,116.0,36.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
969,1209,In the Line of Fire,981,176997168,102314823.0,57.8,74682345,42.2,1993,Columbia Pictures,15269388.0,40000000.0,7.0,R,128.0,36.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
970,1210,Analyze This,982,176885658,106885658.0,60.4,70000000,39.6,1999,Warner Bros.,18383507.0,80000000.0,3.0,R,103.0,36.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
971,1211,The Hitman's Bodyguard,983,176600207,75468583.0,42.7,101131624,57.3,2017,Lionsgate,21384504.0,30000000.0,8.0,R,118.0,55.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
972,1212,Looper,984,176506819,66486205.0,37.7,110020614,62.3,2012,TriStar Pictures,20801552.0,30000000.0,9.0,R,113.0,55.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
973,1213,Serial (Bad) Weddings,985,176404493,142139839.41702494,41.696187175043335,176404493,100.0,2014,,37095965.9287576,90344416.66666667,7.3322091062394605,,116.78685762426285,50.45238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,1214,Ip Man 4: The Finale,986,176345966,3956031.0,2.2,172389935,97.8,2019,Well Go USA Entertainment,737718.0,90344416.66666667,11.0,,107.0,50.45238095238095,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,1215,Dr. Dolittle 2,987,176104344,112952899.0,64.1,63151445,35.9,2001,Twentieth Century Fox,25037039.0,70000000.0,6.0,PG,87.0,50.45238095238095,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
976,1216,The Italian Job,988,176070171,106128601.0,60.3,69941570,39.7,2003,Paramount Pictures,19457944.0,60000000.0,5.0,PG13,111.0,50.45238095238095,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
977,1217,The Bucket List,989,175372502,93466502.0,53.3,81906000,46.7,2007,Warner Bros.,335837.0,45000000.0,12.0,PG13,97.0,50.45238095238095,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
978,1218,Sleeping with the Enemy,990,174999005,101599005.0,58.1,73400000,41.9,1991,Twentieth Century Fox,13777943.0,19000000.0,2.0,R,99.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
979,1219,Cowboys & Aliens,991,174822325,100240551.0,57.3,74581774,42.7,2011,Universal Pictures,36431290.0,163000000.0,7.0,PG13,119.0,50.45238095238095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
980,1220,The Mule,992,174804407,103804407.0,59.4,71000000,40.6,2018,Warner Bros.,17509431.0,50000000.0,12.0,R,116.0,50.45238095238095,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
981,1221,George of the Jungle,993,174463257,105263257.0,60.3,69200000,39.7,1997,Walt Disney Studios Motion Pictures,16540791.0,55000000.0,7.0,PG,92.0,50.45238095238095,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
982,1222,Evan Almighty,994,174440724,100462298.0,57.6,73978426,42.4,2007,Universal Pictures,31192615.0,175000000.0,6.0,PG,96.0,50.45238095238095,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
983,1223,Amélie,995,174118254,33225499.0,19.1,140892755,80.9,2001,Miramax,136470.0,10000000.0,4.0,R,122.0,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
984,1224,Identity Thief,996,173965010,134506920.0,77.3,39458090,22.7,2013,Universal Pictures,34551025.0,35000000.0,2.0,R,111.0,20.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
985,1225,The Nutcracker and the Four Realms,997,173961069,54858851.0,31.5,119102218,68.5,2018,Walt Disney Studios Motion Pictures,20352491.0,120000000.0,10.0,PG,99.0,20.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
986,1226,Big Momma's House,998,173959438,117559438.0,67.6,56400000,32.4,2000,Twentieth Century Fox,25661041.0,30000000.0,6.0,PG13,99.0,20.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
987,1227,In Time,999,173930596,37520095.0,21.6,136410501,78.4,2011,Twentieth Century Fox,12050368.0,40000000.0,10.0,PG13,109.0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
988,1228,Operation Mekong,1000,173839072,800012.0,0.5,173039060,99.5,2016,Well Go USA Entertainment,85082.0,90344416.66666667,9.0,,124.0,20.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
989,1229,Anchorman 2: The Legend Continues,1001,173649931,127352707.0,73.3,46297224,26.7,2013,Paramount Pictures,26232425.0,50000000.0,12.0,PG13,119.0,19.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
990,1230,Creed,1002,173567581,109767581.0,63.2,63800000,36.8,2015,Warner Bros.,29632823.0,35000000.0,11.0,PG13,133.0,19.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
991,1231,Gemini Man,1003,173469516,48546770.0,28.0,124922746,72.0,2019,Paramount Pictures,20552372.0,138000000.0,10.0,PG13,117.0,19.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
992,1232,The Girl on the Train,1004,173185859,75395035.0,43.5,97790824,56.5,2016,Universal Pictures,24536265.0,45000000.0,10.0,R,112.0,19.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
993,1233,The Grand Budapest Hotel,1005,173082189,59301324.0,34.3,113780865,65.7,2014,Fox Searchlight Pictures,811166.0,25000000.0,2.0,R,99.0,48.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,1234,Scream,1006,173046663,103046663.0,59.6,70000000,40.4,1996,Dimension Films,6354586.0,14000000.0,12.0,R,111.0,50.45238095238095,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
995,1235,Cold Mountain,1007,173013509,95636509.0,55.3,77377000,44.7,2003,Miramax,14500000.0,79000000.0,12.0,R,154.0,50.45238095238095,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
996,1236,Black Hawk Down,1008,172989651,108638745.0,62.8,64350906,37.2,2001,Revolution Studios,179823.0,92000000.0,12.0,R,144.0,50.45238095238095,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
997,1237,The Santa Clause 2,1009,172855065,139236327.0,80.6,33618738,19.4,2002,Walt Disney Studios Motion Pictures,29008696.0,65000000.0,11.0,,104.0,50.45238095238095,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
998,1238,Cloverfield,1010,172394180,80048433.0,46.4,92345747,53.6,2008,Paramount Pictures,40058229.0,25000000.0,1.0,PG13,85.0,50.45238095238095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
999,1239,Scream 2,1011,172363301,101363301.0,58.8,71000000,41.2,1997,Dimension Films,32926342.0,24000000.0,12.0,R,120.0,50.45238095238095,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,1240,Couples Retreat,1012,171844840,109204945.0,63.6,62639895,36.4,2009,Universal Pictures,34286740.0,70000000.0,10.0,PG13,113.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1001,1241,Antz,1013,171757863,90757863.0,52.8,81000000,47.2,1998,DreamWorks Distribution,17195160.0,105000000.0,10.0,PG,83.0,50.45238095238095,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,1242,Blood Diamond,1014,171720398,57377916.0,33.4,114342482,66.6,2006,Warner Bros.,8648324.0,100000000.0,12.0,R,143.0,50.45238095238095,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1003,1243,Jackass 3D,1015,171685792,117229692.0,68.3,54456100,31.7,2010,Paramount Pictures,50353641.0,20000000.0,10.0,R,95.0,50.45238095238095,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1004,1244,No Country for Old Men,1016,171627166,74283625.0,43.3,97343541,56.7,2007,Miramax,1202000.0,90344416.66666667,11.0,R,122.0,66.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1005,1245,Spies in Disguise,1017,171616764,66757013.0,38.9,104859751,61.1,2019,Twentieth Century Fox,13354798.0,100000000.0,11.0,PG,102.0,66.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1006,1246,John Wick: Chapter 2,1018,171547802,92029184.0,53.6,79518618,46.4,2017,Lionsgate,30436123.0,90344416.66666667,2.0,R,122.0,65.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1007,1247,Cocktail,1019,171504781,78222753.0,45.6,93282028,54.4,1988,Walt Disney Studios Motion Pictures,11789466.0,90344416.66666667,7.0,,104.0,65.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1008,1248,Chinese Zodiac,1020,171339013,142139839.41702494,41.696187175043335,171339013,100.0,2012,,37095965.9287576,90344416.66666667,12.0,PG13,122.0,13.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,1249,Mr. Deeds,1021,171269535,126293452.0,73.7,44976083,26.3,2002,Sony Pictures Entertainment (SPE),37162787.0,50000000.0,6.0,PG13,96.0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1010,1250,Contact,1022,171120329,100920329.0,59.0,70200000,41.0,1997,Warner Bros.,20584908.0,90000000.0,7.0,PG,150.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1011,1251,Superbad,1023,170812526,121463226.0,71.1,49349300,28.9,2007,Sony Pictures Entertainment (SPE),33052411.0,20000000.0,8.0,R,113.0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1012,1252,The Other Guys,1024,170458922,119219978.0,69.9,51238944,30.1,2010,Sony Pictures Entertainment (SPE),35543162.0,100000000.0,8.0,PG13,107.0,13.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1013,1253,The Specialist,1025,170362582,57362582.0,33.7,113000000,66.3,1994,Warner Bros.,14317765.0,45000000.0,10.0,R,110.0,13.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1014,1254,Olympus Has Fallen,1026,170270201,98925640.0,58.1,71344561,41.9,2013,FilmDistrict,30373794.0,70000000.0,3.0,R,119.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1015,1255,Starsky & Hutch,1027,170268750,88237754.0,51.8,82030996,48.2,2004,Warner Bros.,28103367.0,60000000.0,3.0,PG13,101.0,13.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1016,1256,Shall We Dance,1028,170128460,57890460.0,34.0,112238000,66.0,2004,Miramax,11600000.0,50000000.0,10.0,PG13,106.0,13.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1017,1257,Stuart Little 2,1029,169956806,64956806.0,38.2,105000000,61.8,2002,Sony Pictures Entertainment (SPE),15115152.0,120000000.0,7.0,PG,77.0,13.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1018,1258,Zookeeper,1030,169852759,80360843.0,47.3,89491916,52.7,2011,Sony Pictures Entertainment (SPE),20065617.0,80000000.0,7.0,PG,102.0,13.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
